Price,Close,High,Low,Open,Volume,Stock,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16,876.0745239257812,884.1456245317884,873.5126286216039,878.1149969863354,15656948.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-04-19,862.2901000976562,868.9555486559381,856.9849667449171,863.3330044240357,18478808.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-04-20,862.0408935546875,870.1346024372397,857.189177823117,866.28045535031,17203668.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-04-22,864.42138671875,868.0715224771913,850.9544798546892,858.0053442180699,14490954.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-04-23,863.4918823242188,870.0892682363567,859.4109960022909,864.2400438171045,11828857.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-04-26,878.6817626953125,889.6321696188024,866.7338471259807,870.5880540621903,20846778.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-04-27,901.716064453125,905.592879224886,878.8631384956852,879.6566357896455,19992524.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-04-28,905.6382446289062,910.4899602170952,897.861946907099,905.8876517747103,17122437.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-04-29,917.767578125,927.0402589004967,910.1726236848527,917.2460958998795,17412606.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-04-30,904.36865234375,923.1860285256435,901.2173310194296,910.7166908105166,19828769.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-03,888.2944946289062,897.3404357451366,881.0622873144365,891.4458158814281,23640186.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-04,869.0463256835938,892.2620588404909,866.5071582786076,884.190958253908,21849830.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-05,870.6334228515625,878.976538945821,865.1695531457119,872.1070779189138,12393609.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-06,875.5757446289062,877.3894784194164,864.5119984908221,871.4268548191382,14624666.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-07,875.915771484375,886.7527777675398,873.3085405592442,878.6363420246701,12288548.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-10,873.3992919921875,882.7399763357812,871.0188000480982,879.2032403073009,13941237.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-11,876.5507202148438,878.999216065306,866.0537312569095,868.3209436649042,13478264.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-12,867.4819946289062,876.4372641804301,864.6934200952072,875.1676804843173,13177961.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-14,878.4324340820312,880.563518938135,864.2400338075389,874.2381482108096,13291616.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-17,888.8839111328125,890.2895022472771,875.3036065895062,878.4323196410428,11873078.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-18,901.398681640625,908.0414631541172,894.3931533556103,898.2473602910601,12064918.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-19,905.52490234375,914.3214965481937,894.1664727852633,897.7938805270868,16317002.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-20,900.242431640625,911.8049324349585,898.2473543943751,905.9103124284246,11422532.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-21,908.0187377929688,911.2153947907652,900.514455659808,903.235026290113,10785605.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-24,900.355712890625,911.3061190300916,898.700714595752,910.4898938764023,8551760.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-25,890.1536254882812,905.5022701330101,888.7253062731775,905.2301950520241,14780102.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-26,893.2822265625,897.5671839561246,891.1284738713696,895.5267109206686,7480204.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-27,896.0254516601562,903.688408956417,889.7454175640542,893.3955528291013,26819294.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-28,949.8478393554688,954.472815743996,902.3282518740783,902.3282518740783,56469931.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-05-31,979.5474853515625,993.7852201877816,945.4268031702701,953.1124286476038,59124142.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-01,983.4471435546875,998.4557094965295,973.2902334606247,982.1321639562733,28013832.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-02,998.115478515625,1001.8562854678098,978.0511285109794,978.0511285109794,24630162.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-03,1001.9244384765625,1020.2203933832268,995.7804709778903,1007.0708373167107,23974257.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-04,993.2412109375,1005.007723278059,990.4072405064371,1004.2595618006808,14468646.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-07,1009.9727783203125,1016.5928919877746,990.7473191357551,998.4556731308024,16336573.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-08,1004.1688232421875,1009.8593716828784,996.7098768905071,1009.6100245190582,9674735.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-09,986.2129516601562,1007.0707400246994,978.4819302316137,1006.1639031267835,11409161.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-10,989.8404541015625,1011.1517216348074,987.3692305170946,994.5561020859403,14155653.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-11,1007.0098876953125,1013.766875641892,991.9717457006176,993.24581569042,13762778.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-14,1021.45654296875,1027.5309418058741,998.7741616955363,1007.8516997013584,20332436.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-15,1023.7769165039062,1035.1067016223355,1019.363286583014,1028.7820874114148,15174215.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-16,1006.3045654296875,1022.434740881434,1003.6882448935254,1021.456501659872,10797349.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-17,1008.1473999023438,1016.9519142263862,991.8807422543711,1001.0264608448158,15745975.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-18,1012.6974487304688,1016.9518504435479,993.9054594499104,1012.6292078814683,29369026.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-21,1017.9756469726562,1022.6394940703871,1001.0947614747922,1002.6190479059233,12186448.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-22,1012.742919921875,1028.7821668704214,1009.8308290128952,1025.596992217332,12871913.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-23,1003.4608154296875,1024.0500559302593,1001.7999870984139,1023.777092514532,16653951.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-24,979.8683471679688,1007.669572262773,973.7257080355693,1004.1432535343797,91461975.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-25,957.5499877929688,979.868355835384,946.9254774381874,979.868355835384,55355022.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-28,949.155029296875,967.5830068351754,946.8799733132387,965.5354805207484,20277042.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-29,949.9740600585938,959.6203313338768,948.2905450727716,950.7475767024226,27144063.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-06-30,960.3711547851562,965.8312654969786,951.4529057551116,953.8189497184267,19762858.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-01,954.592529296875,966.0587979305755,953.2502184775107,963.715500911565,12534407.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-02,968.7433471679688,970.4951632609226,952.317400936898,954.1602048328318,14086620.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-05,978.3668212890625,979.8911076185376,969.8580780772137,972.1103871470752,11702287.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-06,966.8095703125,977.775345876362,964.7165499262375,975.9780960314433,10070124.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-07,960.09814453125,968.1518891821571,954.6152867923088,968.1518891821571,10454892.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-08,952.1581420898438,963.2377120648708,946.880007204719,963.2377120648708,11185460.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-09,942.4208984375,951.7486525291566,940.1003484340649,950.0650773140198,9037675.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-12,948.2905883789062,956.2077909534229,943.9224517127791,946.3112426024383,8585292.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-13,955.3887939453125,956.9130803745411,950.0878516924769,955.5252756516485,6717133.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-14,949.155029296875,958.6420115450965,946.9937080592862,955.6844267309463,8532544.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-15,947.4943237304688,953.2502049164673,945.7425076403309,953.2502049164673,9448356.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-16,961.1674194335938,962.2367066615387,949.8831264283724,949.951367281346,8828185.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-19,955.0474853515625,966.4455126172754,951.9989126340373,955.525231478772,8354449.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-20,952.7041015625,959.1653183707836,948.2450375383125,955.2976750301373,6741464.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-22,964.9439697265625,966.4000152300578,954.683470529445,964.1704530749702,7972397.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-23,958.118896484375,971.2005001848123,956.4580680899211,971.2005001848123,9937030.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-26,944.9917602539062,965.0805075916205,942.3754396207585,959.1653976108203,12389668.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-27,935.0496826171875,948.1085383406385,929.1345728588083,944.9689777697635,10824523.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-28,927.018798828125,936.41479430891,917.4180206049048,936.41479430891,12897848.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-29,934.2534790039062,943.8770042423774,929.7716073636433,934.5947434588048,13765738.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-07-30,926.0859985351562,940.9421040230186,924.1748936428288,936.4147387774315,11350608.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-02,943.012451171875,946.1520117827725,928.7478263645152,934.7312372274596,10925104.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-03,949.9513549804688,951.430147484226,939.2358562430207,950.9751482931742,11817299.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-04,957.2315673828125,961.8954143261994,949.6100753022611,952.9771655453944,13169800.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-05,971.1094360351562,980.4598768953389,957.4590392491626,962.0318984025091,21252078.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-06,950.5429077148438,976.8880893431025,945.8562535112904,969.1528622918455,16620987.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-09,945.128173828125,950.8841149123823,940.2822912594686,946.8799898333923,7494143.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-10,950.0877685546875,961.4403616289129,943.5811181110125,947.3349664779623,11919198.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-11,963.3969116210938,964.6254274166216,947.9720127090839,954.1373988131746,9184963.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-12,960.3028564453125,967.4465419866664,957.8002707488877,966.8550009426898,8137612.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-13,976.2965087890625,978.2303606065249,959.5975996548036,963.3969420853272,12780901.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-16,988.9685668945312,1002.3914332731313,968.3337742680684,977.9800453155041,21935444.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-17,984.7597045898438,994.2921805714811,977.2975018360073,986.8527849435737,12658169.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-18,988.5819091796875,995.0203194571639,979.4589373887336,989.1961972236583,10075860.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-20,977.4795532226562,988.2860390419917,972.3606471777291,975.090702319037,9426282.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-23,983.895263671875,989.1961455676026,970.2221199980743,989.1961455676026,9854395.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-24,993.6097412109375,997.3863365967811,980.823849400721,985.1237449789751,11864472.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-25,1002.20947265625,1010.1267354530132,991.9717199859176,994.3833180171741,13380559.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-26,1014.881591796875,1021.4565439234876,1003.3015280719944,1004.666585861122,18589616.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-27,1013.4937744140625,1020.4782919319844,1008.3294342208058,1017.8619111430866,10480636.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-30,1032.990966796875,1035.5391065503322,1017.7708505413503,1023.7770080256,14027062.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-08-31,1027.4854736328125,1039.1337183154053,1020.2507393885751,1036.016904489164,26485463.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-01,1031.5577392578125,1043.2970916409213,1029.6922485674477,1034.2423608926047,11145486.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-02,1043.9796142578125,1050.0767599227504,1026.052128476792,1026.052128476792,9956770.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-03,1086.796142578125,1089.753727352986,1047.6651320377116,1051.0776557907193,30664428.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-06,1103.67724609375,1128.4299004209945,1097.4889922462605,1097.944051619568,33641710.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-07,1110.638916015625,1118.4195769224002,1097.4890117544835,1105.6792381399396,17349882.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-08,1106.29345703125,1116.5995103115172,1095.054658449374,1115.6895119598441,14301651.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-09,1103.67724609375,1109.2510915570197,1099.35460328716,1104.7237261918483,8963249.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-13,1079.0838623046875,1107.0443192185294,1077.4913349676583,1107.0443192185294,16311160.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-14,1077.6732177734375,1089.2987144742633,1076.5583765209813,1080.6535496243034,8908356.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-15,1082.1551513671875,1090.09504087413,1077.6960268089388,1077.6960268089388,9071075.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-16,1104.860107421875,1108.750437452325,1077.013388880378,1083.6338341939222,13448882.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-17,1087.7288818359375,1117.441211114052,1080.9264609621353,1112.9593400786748,34882133.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-20,1089.4581298828125,1100.3783514488218,1078.3785593037167,1079.3340516110384,11779819.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-21,1094.1673583984375,1099.5819747220887,1084.7485569386888,1094.3038400919852,9915736.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-22,1105.90673828125,1111.1392587944545,1091.2325487612284,1095.6689260415033,10995912.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-23,1132.9344482421875,1136.1649964932392,1112.731907489886,1113.596411926489,15748397.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-24,1129.6583251953125,1140.009872555042,1124.7897556991463,1139.1453680882425,15192163.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-27,1148.655029296875,1151.134928281977,1126.2912870102596,1131.6149158288965,15373834.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-28,1159.3934326171875,1167.0603586138618,1143.354184437372,1153.0004562253168,18035258.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-29,1150.2021484375,1169.38083570803,1146.653022546889,1169.38083570803,9719875.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-09-30,1146.2889404296875,1153.273457399079,1137.6892697076169,1148.9053210131074,13590654.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-01,1148.3138427734375,1155.6395643825463,1135.2550471541776,1138.4173546931033,8958928.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-04,1163.0789794921875,1171.587662580675,1154.38820045178,1161.645680951927,10918552.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-05,1187.2174072265625,1188.4914771861918,1159.0748554855732,1162.6012346483487,13533634.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-06,1164.7625732421875,1192.1087413964174,1160.78125500237,1192.1087413964174,10258881.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-07,1170.472900390625,1182.4624681330135,1168.334326130549,1180.7560859021983,6336665.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-08,1215.450927734375,1221.4343385648037,1174.613532001241,1176.3197940015023,15772493.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-11,1206.987548828125,1237.6326239992216,1203.6660128198464,1229.1694349795048,14768666.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-12,1213.881103515625,1220.797380462856,1201.8005463413256,1203.5069288032655,6682011.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-13,1226.234619140625,1237.4051767394146,1214.563508294983,1218.9771386553036,9959762.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-14,1228.71435546875,1236.4723889341724,1222.7081981299596,1228.6916085198675,8623469.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-18,1231.9906005859375,1249.0079672854492,1211.3784935963072,1214.2450907648501,13594479.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-19,1243.024658203125,1251.8974138396732,1232.172677010528,1239.3617971163028,8833409.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-20,1228.71435546875,1247.9841503821117,1224.6647967965337,1247.9841503821117,12710570.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-21,1193.26904296875,1241.2728114223185,1184.487275783306,1240.999848015025,20831669.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-22,1195.4986572265625,1212.56163907253,1188.2639230760205,1192.1315066188683,11027475.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-25,1183.8502197265625,1219.4322268467454,1169.3808726672285,1219.4322268467454,17198417.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-26,1210.8095703125,1214.381442916926,1184.464392150526,1190.8118738257544,9750178.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-27,1195.4986572265625,1217.976256032517,1192.1087596672705,1206.691962726344,9896298.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-28,1182.39404296875,1200.298779292571,1178.7085560280439,1192.1313011797695,9886181.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-10-29,1154.024169921875,1181.2793465543893,1138.3035013133956,1181.2793465543893,14233025.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-01,1154.7294921875,1163.0107055431893,1134.8454091416836,1154.0242164122978,15481114.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-02,1137.8941650390625,1159.3707786875088,1135.3688922235076,1158.0057208153316,10569130.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-03,1130.06787109375,1146.6302984409235,1119.7845647630193,1140.2828162204378,11989430.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-04,1137.0068359375,1139.7596984467234,1132.9800238081948,1134.3222142818038,1705656.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-08,1138.41748046875,1146.630454409684,1117.691636338527,1146.357370619063,20337183.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-09,1147.4039306640625,1150.679973201881,1131.6377653308825,1139.8052450774455,15682497.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-10,1160.235107421875,1163.920714976533,1139.1908094185892,1145.1287260147478,10253470.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-11,1162.35107421875,1169.6084350981216,1153.7057882040397,1155.7533749476675,10722478.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-12,1179.8917236328125,1182.4626105860948,1163.465776749054,1166.1503984605802,8712341.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-15,1172.929931640625,1184.0322480185664,1169.3808058406628,1183.031141558392,4803269.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-16,1145.6748046875,1171.6559135252794,1135.255016670807,1170.3136027722971,11337581.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-17,1121.1497802734375,1137.0524279565616,1119.7847223766223,1137.0524279565616,10202029.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-18,1125.3812255859375,1132.5249718442826,1114.8022082606076,1119.3295736996563,8505625.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-22,1075.53466796875,1114.3244768150466,1069.733232783756,1108.4548007788628,24124307.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-23,1085.5904541015625,1092.597718814344,1050.6228528101806,1061.5658216102945,25326999.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-24,1069.9154052734375,1096.5335515396243,1066.343532034508,1082.9287078531017,16820296.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-25,1134.3221435546875,1138.4400635861748,1072.5315589664726,1079.7435455818988,42401936.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-26,1097.761962890625,1127.33768989774,1092.7112978197426,1122.8785658449294,15763138.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-29,1110.911865234375,1137.530130735484,1091.6193215192616,1109.819891228915,24325354.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-11-30,1094.4857177734375,1126.564088119279,1086.9552748107687,1122.9694687396177,32172299.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-12-01,1122.5147705078125,1125.699825172228,1103.4496957163708,1107.044315866843,10104610.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-12-02,1129.7266845703125,1135.8010837797613,1120.057665060323,1123.7432731717324,12720411.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-12-03,1095.78271484375,1136.8475802217874,1092.028866217897,1136.8020863205188,19222481.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-12-06,1075.0113525390625,1103.404119692969,1072.5315739182363,1099.309066908383,10332254.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-12-07,1083.7703857421875,1093.8488493527543,1073.8284038337267,1081.1768723394634,11235122.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-12-08,1100.2645263671875,1106.4981533356588,1094.8954038300121,1102.994641711683,8744178.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
2021-12-09,1117.7142333984375,1126.1091818377997,1103.4041151302852,1107.9542272517804,13213547.0,RELIANCE.NS,,,,,,,,,,,,,,,,,,,,
